id,image_id,title,artist_title,department_title,category_titles,classification_titles,subject_titles,date_display,place_of_origin
47139,d367c578-7f80-b7f7-78aa-ffa9d9dff0cc,Water Painting IX,Joseph Raffael,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","waterfalls,movement,water",1974,United States
12876,ab49fdd2-5acc-981e-f11e-c631bbd5487f,Diana and Endymion,Johann Michael Rottmayr,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1690/95,Austria
93798,aa2b57e9-3773-03c1-0fb4-0135e7358dc6,Picture of Dorian Gray,Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art","portraits,Chicago,people",1943–44,United States
62277,853791c4-6cb6-5479-96c5-8b2d0b61ca70,Pink Cock,Milton Avery,,,"painting,modern and contemporary art",,1943,United States
230054,30588fbb-c3d5-56a0-0f2e-6267269ea434,Metasigne,Victor Brauner,Contemporary Art,Contemporary Art,painting,,1958,
50306,0f16b763-7dd4-8c2f-3fde-321729f6c552,Praying Virgin,,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1720,Italian
62298,4b81074e-5c14-30f4-daa0-8926fc9999fe,Design for a Carpet or Hanging,George Lovett Kingsland Morris,Arts of the Americas,Arts of the Americas,"textile,accessories (object genre),painting",,1939,United States
256797,6fdfe01f-c348-e668-d203-b8330ac49b2d,At the River's Bend (On the River II),Lilla Cabot Perry,Arts of the Americas,"Women artists,Arts of the Americas","painting,portrait",,1895,Giverny
111619,05a7ef7c-c8cb-4a68-aaef-9f4a313f17a6,Portrait II,Philip Guston,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1965,United States
118592,3914ee3e-f510-b95f-a455-099d92b75734,Turning Point of Thirst,Victor Brauner,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art",,1934,Romania
16589,8eec9a77-8111-26f2-6add-85c594f0c92b,Man of the Hunter Family,Edward Greene Malbone,Arts of the Americas,Arts of the Americas,"miniature painting,american arts,miniature,painting",,1803,United States
186823,b2c38e91-c51f-bba9-858b-e19285f9ffc7,Looking Leisurely at Distant Boats,Shao Yixuan,Arts of Asia,Arts of Asia,"hanging scroll,painting",,Undated (20th century),China
8987,c68f33ec-feb1-5277-334b-b71ac15ae394,Painting with Green Center,Vasily Kandinsky,Modern Art,Modern Art,"painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs,green (color),blue (color),orange (color),yellow (color),red (color),movement",1913,Germany
110767,e7d7ca13-6630-b5ba-69cc-48c126f14d5d,Mountain Landscape,"Joos de Momper, II",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1600/25,Flanders
26650,3b404ec5-bef6-2614-570c-37d2c2386826,On a Balcony,Mary Cassatt,Arts of the Americas,"Women artists,Arts of the Americas","painting,american arts","portraits,everyday life (genre),leisure,women",1878/79,France
131893,d694d3c7-2239-3469-3a96-4f2ed335b45d,Right-Hand Page from the Qur'an,Islamic,Arts of Asia,Arts of Asia,"calligraphy,painting,asian art,ritual objects",,Safavid dynasty (1501–1722)، 16th century,Shiraz
16659,13c116df-e5a6-9e6c-0896-507529224415,Old Tower at Avignon,Samuel Colman,Arts of the Americas,Arts of the Americas,"painting,american arts","landscapes,architecture",c. 1875,United States
14664,156aaed6-fe3c-a13c-f39e-55f381205929,Moulin de la Galette,Henri de Toulouse-Lautrec,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","Century of Progress,women,night scenes,leisure,dancers,men,urban life,world's fairs,Chicago World's Fairs",1889,France
61764,44113804-ce2c-a0e8-786f-319ba4474a28,Sunrise with Columns,Joseph Parker,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","sunrises,trees,plants,coastal scenes,landscapes,columns,geometric,clouds",1975,United States
100858,8fa4d1dd-b05f-eb8d-b83f-7b5dd65642db,Sky above Clouds IV,Georgia O'Keeffe,Arts of the Americas,"Women artists,Essentials,Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art","landscapes,Chicago",1965,United States
239633,91fb34f1-96c8-445e-aa2e-d8fdef7427a4,"A Bar at ... #5 (feat. a Bar, AM-painting, Pain Bottle, Man, Bruised Grid, Infiniti, Balls, Spectator)",Jutta Koether,Contemporary Art,"Women artists,Contemporary Art",painting,,2013,
37368,821a4f38-16f4-db42-de6c-1165d6cdd03e,Spanish Dancer,Natalia Goncharova,Modern Art,"Modern Art,Women artists","oil on canvas,painting,modern and contemporary art","women,fabric,fashion,white (color),dancers,dresses,Ballet Russe,shoes",1920s,Russia
69138,a045260a-e959-1521-b701-dd5a9d46e1a1,Fête d'Après-Midi,Adolphe Joseph Thomas Monticelli,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1880,France
47590,4059d913-1ed9-a1f3-60de-571f921acc38,Mrs. Allan Maconochie,James Northcote,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1789,England
26083,596d9fb7-e748-b510-85cc-ca1cf7ca8046,The Cloisters,Andrew Wyeth,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1949,United States
61158,8e7bbaa0-1748-3844-56ce-f6c22c50e583,Woman with a Green Book (Louisa Gallond Cook),Erastus Salisbury Field,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,people,portraits",1838,United States
193334,32b36d1f-abad-7de7-3f99-3845c8d01c63,Artist's Studio,Wucius Wong,Arts of Asia,Arts of Asia,"ink,painting",,1965,China
8991,9e00e226-9264-cda0-2893-685e0ca5b285,Improvisation No. 30 (Cannons),Vasily Kandinsky,Modern Art,"Modern Art,Essentials","oil on canvas,Modern Art Highlights,painting","Century of Progress,world's fairs,Chicago World's Fairs,blue (color),purple (color),yellow (color),red (color),weapons,cannons",1913,Germany
43183,42307ee8-3dc8-3549-4c82-b1387e2f2372,Scholar Playing a Qin (Zither),Cheng Jiasui,Arts of Asia,Arts of Asia,"album leaf,fan,painting,asian art",,"Ming dynasty (1368–1644), 1632",China
20507,a4f87056-47b2-3be5-35bd-54196999cbf1,81–14–87,Ellen Lanyon,Contemporary Art,"Contemporary Art,Chicago Artists,Women artists,SAIC Alumni and Faculty","painting,modern and contemporary art","sports,people,football (U.S.A)",1964,United States
140600,e1b0118e-b051-80b8-edf4-9d136e666c81,Painted Banner (Thangka) of the Avalokiteshvara Incarnation of the Rain God Rato Matsyendranatha,,Arts of Asia,Arts of Asia,"painting,asian art",,18th/19th century,Nepal
153702,cd277f61-c27e-f8d5-766a-96e81fa9c061,Still Life,Fernand Léger,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art",,1926,France
105532,4c74ba21-3d43-854d-c860-ad5b8f207926,Painting for Eli,David Salle,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1983,United States
146853,7cb1f655-b9bd-5e58-15d1-ddaf02e9819c,Silver Tanks,Arthur Dove,Arts of the Americas,Arts of the Americas,"oil on canvas,painting,modern and contemporary art",,1929,United States
36257,02972e87-fe2d-1bb6-34e6-0b9a07959ead,Untitled,Ron Cooper,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","abstract shapes,green (color),black (color)",1971,United States
104289,7d0ec6e2-fe80-c069-378d-c6a02c4073e9,Ready for the Fiesta,William Penhallow Henderson,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art","Chicago,Century of Progress,world's fairs,Chicago World's Fairs,people,portraits",1920,United States
89012,631479e8-fb15-07f9-cb06-0dac4462d27c,The Call of the Cuckoo from above the Clouds (parody of Minamoto no Yorimasa),Suzuki Harunobu,Arts of Asia,Arts of Asia,"painting,asian art,print",,c. 1766,Japan
75320,4954c682-2179-be5d-88a3-bd53d5903d7c,Return to Stone Lake,Shen Zhou,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,"Ming dynasty (1368–1644), dated 1466",China
104266,fa91ef56-4966-eafb-ca91-ff9a2fca434f,Self-Portrait (No. 8),Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art","Chicago,people,portraits","October 5–12, 1982",United States
4770,b68961a6-eed0-da9d-2196-fe5732503064,Wooded Landscape with Cottage and Horseman,Meindert Hobbema,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1663,Netherlands
47601,f859ece0-7815-bb17-ed4b-0af285f69e78,The Battle of Pharsalus and the Death of Pompey,Apollonio di Giovanni,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting",,1455/60,Italy
16177,2831d07d-1b69-50ed-2865-6a5b7d9bfc6a,The Death of the Virgin,Gherardo Starnina,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1405/10,Italy
217366,af52e90f-2866-5906-755d-0eeb2263a3ae,"Passing Through the Opposite of What It Approaches, Chapter 25 (Portrait of Anne Rorimer)",R. H.  Quaytman,Contemporary Art,"Women artists,Contemporary Art",painting,portrait,2012,
14849,c9a4ce88-e106-4edc-8cfc-88dd2c4c2005,"Battle of the Forces of Krishna and Bana, from a copy of the Dispersed Bhagavat Purana",,Arts of Asia,Arts of Asia,"calligraphy,book,asian art,painting",,c. 1520–30,India
76275,f2b0786b-8d12-6086-922b-60ed2a7efd8e,Street Scenes in Times of Peace 太平風會圖,Zhu Yu,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,"Yuan dynasty (1279–1368), 14th century 元朝",China
25247,d2b56c9c-0824-9d66-fab6-2b02493f6855,Tree Peonies in Full Bloom,"Longyu, Empress Dowager of China",Arts of Asia,"Arts of Asia,Women artists","hanging scroll,painting,asian art",,"Qing dynasty (1644–1911), dated 1911",China
92961,74b83d24-3dfb-4d13-e74d-1e76b1d35deb,Bamboo,Kishi Ganku,Arts of Asia,Arts of Asia,"screen,painting,asian art,furniture",,early 19th century,Japan
59865,ef0b4c76-c524-053a-f171-3e05f01f8d27,Ballet Dancer,André Derain,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","ballet,women,ballet dancers",late 1920s,France
229371,e3d04f27-7de4-653e-ce68-81a87561af5a,Untitled,Cy Twombly,Contemporary Art,Contemporary Art,painting,,1969,United States
40652,ea28a707-426a-35bf-7989-bdd155f4596d,"""Portrait of the Artist""",John Jackson,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1820/30,England
145906,15339910-f650-d1ff-2044-1fda9d447574,Fountain of Neptune,John Singer Sargent,Arts of the Americas,Arts of the Americas,"painting,american arts","Chicago,weather/seasons,landscapes,cityscapes",1902,United States
21711,3aa93fcf-ff26-346c-796f-db89e86af84f,Femme a la Cruche-une Orientale,George Kars,Modern Art,Modern Art,"painting,modern and contemporary art","women,Century of Progress,world's fairs,Chicago World's Fairs",c. 1930,Czech Republic
120172,d51eb11c-da63-0888-0a59-6a5ef0631142,Penitent Saint Peter,Jusepe de Ribera,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1628/32,Spain
117201,87491409-87e0-d3cc-8daf-778c8c0c722c,Daruma,,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art","Buddhism,religion",c. 1550,Japan
75091,886766ee-3a14-0dd3-eaf5-6a84718ea719,One Hundred Cranes 百鶴圖,Shen Quan,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,Qing dynasty (1644–1912) 清朝,China
198558,754b8f4c-41c1-2d41-e69a-a6c6c044e379,Dopo la Fine,Margherita Manzelli,Contemporary Art,"Contemporary Art,Women artists",painting,,2008,
96543,4a6139da-d54f-d2dc-a727-04f725151716,Still Life,Max Weber,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1944,United States
20198,6b0b8999-48d6-10a7-5954-3c20b9acb1ec,The Tale of Genji,,Arts of Asia,Arts of Asia,"screen,painting,asian art",,early 17th century,Japan
86955,29aa6ca5-6ebc-518c-1e35-54a07aaad039,Woman Undressing,Nathan Oliveira,,,"painting,modern and contemporary art",,1961,United States
80478,867b4435-fc3c-9e3d-ca53-0c4ee875c1ad,Mrs. James Mackie,Samuel Lovett Waldo,Arts of the Americas,Arts of the Americas,"painting,american arts",,1830/40,United States
152758,09a1e448-d439-7616-ca91-02347e1934f9,The Chicago Panels,Ellsworth Kelly,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1989/99,United States
186680,69693ed5-6f6f-4d23-1321-d8f7f7bcdb5a,Relief,Charles Green Shaw,Arts of the Americas,Arts of the Americas,"relief,painting",,1937,United States
156598,88c7b67d-4607-f65a-f538-3da15a872968,Type B,Christopher Wool,Contemporary Art,"Contemporary Art,Chicago Artists","enamel,painting,modern and contemporary art",,1986,United States
209925,8a0b8ff3-f249-2623-e471-4e45b273f78e,One Thing Leads to Another,Ralph Arnold,Contemporary Art,"Contemporary Art,African Diaspora,African American artists",painting,"war,people,men,Chicago,text,photography,newspapers",1968,United States
863,a34d9d72-c4ec-0750-389e-a01215c9aab0,Pastoral Landscape with Ruins,Adriaen van de Velde,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1664,Holland
187091,6d4571d7-3cb2-d0b4-4449-09c481da1475,Early,James Bishop,Contemporary Art,Contemporary Art,"oil on canvas,painting","green (color),colors,landscapes",1967,
260105,b29d52a7-b82a-0dc0-3621-f0b3e5193731,"Once a Noun, Now a Verb #2",Lari Pittman,Contemporary Art,Contemporary Art,painting,,1998,
81510,db1f6435-23d1-b7ac-9c44-ad70cefdb9c3,Souvenir of Italy,Jean Baptiste Camille Corot,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1855/60,France
72187,ba44b949-8cd7-6aa2-6335-710e0f176315,Still Life with Jug and Knife,Édouard Jean Vuillard,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1888/89,France
185043,46822508-7f10-9900-3a35-867e670da8dc,Das tiranias [of the tyrannies],José Leonilson,Contemporary Art,Contemporary Art,painting,,c. 1991,
160015,40c528cd-7871-a283-af68-4f2d0a250b3c,Willow Bridge and Waterwheel,Hasegawa Sôya,Arts of Asia,Arts of Asia,"screen,painting",,c. 1650,Japan
27962,caf7fb08-39ef-7bd8-b81a-181ee31cc324,"James Vibert, Sculptor",Ferdinand Hodler,Modern Art,Modern Art,"painting,modern and contemporary art","Century of Progress,men,portraits,world's fairs,Chicago World's Fairs,hairstyles,beards",1907,Switzerland
93346,257c9769-4e28-2a35-8fdb-b8d354c9ef7b,Still Life #41,Tom Wesselmann,Contemporary Art,Contemporary Art,"sculpture,modern and contemporary art,painting",,1964,United States
229351,332d36a2-0803-8487-0ab3-fcf6c2ee8c53,Target,Jasper Johns,Contemporary Art,Contemporary Art,painting,"target,red (color),yellow (color),blue (color),circles",1961,United States
40388,b247c76d-5ab2-8d14-9ac6-65bd5b5df90e,Olivia Simes Morris,James Peale,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,people,portraits",1814,United States
204585,9ee4c0c6-a999-d440-bcf7-62fc2bc9b106,"Landscape in the Style of Ancient Masters: after Ni Zan (1301-1374), Cao Zhibo (1272-1355)",Lan Ying,Arts of Asia,Arts of Asia,"album leaf,painting",,"Ming dynasty (1368–1644), 1642",China
117256,a4db604f-3c38-e566-ecfe-1c894fc9e4b8,Untitled,Richard Maris Loving,Contemporary Art,"Contemporary Art,SAIC Alumni and Faculty","painting,modern and contemporary art",,1959,United States
182417,68c2269f-8f9e-2b7c-8877-6dd475cc6f87,Heavenly Motion,Chu Ko,Arts of Asia,Arts of Asia,"asian art,ink on paper,painting",,2003,Taiwan
158752,a5b8d8f3-79a4-6ee4-bf3e-ce143cc9d2fd,The White Place in Sun,Georgia O'Keeffe,Arts of the Americas,"Women artists,Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","oil on canvas,painting,modern and contemporary art",landscapes,1943,Abiquiu
86451,f42f6c53-7682-35df-8fbf-d58880d15b7e,Landscape,Gong Xian,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,"Qing dynasty/early Republican period, 19th/early 20th century",China
33219,17183011-05ab-8948-2a24-c4e703615af0,White Median,Kenneth Noland,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","white (color),gray (color),geometric",1968,United States
107939,68415b1d-baec-303a-1c09-4c6b7ccb575c,Mrs. Noah Smith and Family,Ezra Ames,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,people,portraits",c. 1830,United States
205402,0a734e33-295f-2bac-d382-b932ed022cbd,Paying Off Old Debts,Joe Zucker,Contemporary Art,"Contemporary Art,SAIC Alumni and Faculty","acrylic paintings (visual works),painting",,1975,United States
80213,28092d40-4146-321a-cc0d-4357bdd2ed35,Fishing Recluse by an Autumn Grove (秋林漁隱圖),Sheng Mao,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"late Ming/early Qing dynasty, 17th century",China
139884,5f6b0f96-d934-b39c-c99a-e619185a832b,Bishop Saint from an Augustinian altarpiece,Venetian School,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting",,1450/75,Venice
230609,ee39666b-372d-ddbf-6200-b25f7d6ec472,Pat Hearn,Andy Warhol,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,1985,United States
76890,c1e17623-1a51-8db0-e1d0-3eee0b41b4b2,Ruler Entertained by Dancers in a Paradise Garden,,Arts of Asia,Arts of Asia,"watercolor,painting,asian art",,Late 18th century,India
182381,12f32e59-cba2-0a32-972e-cf4d7856560c,An Abundance of Fruit,Severin Roesen,Arts of the Americas,"Drinking and Dining,Arts of the Americas","oil on canvas,painting","still life,dining,drinking",c. 1860,Germany
129884,e966799b-97ee-1cc6-bd2f-a94b4b8bb8f9,Starry Night and the Astronauts,Alma Thomas,Contemporary Art,"Contemporary Art,African American artists,Women artists,African Diaspora","painting,modern and contemporary art","patterns,blue (color),red (color),orange (color),yellow (color)",1972,United States
21727,d388928f-3222-b48c-1cbb-7afa917de928,Thanksgiving,Doris Lee,Arts of the Americas,"Women artists,Arts of the Americas","painting,modern and contemporary art",,c. 1935,United States
22808,afb4a096-e233-f27c-7da9-0cee3dfa81ee,The Hanged Monk,Francisco José de Goya y Lucientes,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1810,Spain
204439,9cbd4dd6-e4b0-821a-da66-544c4ea792d9,Dotted Charmer,Ray Yoshida,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","acrylic paintings (visual works),painting",,c. 1970,United States
65879,ef0a06c5-9c29-cbc6-7cf9-4fd81a6e2e7a,Monkey Fur,Arthur Dove,Arts of the Americas,Arts of the Americas,"collage,painting,modern and contemporary art",,1926,United States
61139,29ed4a54-868c-a158-f574-cddfdffe809c,William Bonham,William Bonnell,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,people,portraits","March 4, 1825",United States
59445,62c97df6-5d26-e9f8-764e-602961915a39,Still Life,Pierre Roy,Modern Art,Modern Art,"painting,modern and contemporary art","still life,women,fabric,portraits,jewelry",1938,France
9318,33c96195-1d62-87dc-ba18-93ac5fc9532a,The End of the Street,Jerome Myers,,,"painting,modern and contemporary art",,1922,United States
59916,c92e6967-fe67-1d55-da3e-42a2a2d62f0d,Virgin and Child,Ercole de'Roberti,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting",,1490/96,Italy
27309,0f1d3bfb-cbd3-80cb-dfb9-d157e77d1542,Two Monks in a Landscape,,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1645,Italian
230189,fd6deeb9-6d01-3849-17d5-a7cbf89f8e3f,Celestial Chaos No. 1,Tai Xiangzhou,Arts of Asia,Arts of Asia,painting,motion,2014,
4896,64ef1e21-5241-6d3c-385d-a1e3dd97bc22,Prince Otto von Bismarck,Franz Seraph von Lenbach,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1896,Germany
24460,54a24306-2ad5-47f5-32ef-bbc6470f5630,"Moon, Pine and Maple",Katsushika Hokusai,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,n.d.,Japan
6002,f1dce916-58a3-db57-d5cd-be0994dc98c7,The Print Collector,Honoré-Victorin Daumier,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1857/63,France
51130,39018e31-6200-f4e3-7fc0-17ef919a6723,Time Unveiling Truth,Pompeo Girolamo Batoni,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1740/45,Italy
90439,acca2f6b-ee63-00c6-5f87-e162920d7b20,Composition,Léopold Survage,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art",,1915,France
79765,b4d42569-997a-6d5e-0d21-67956efbd56e,Portrait of a Woman,John Wollaston,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,people,portraits",1749/52,United States
28290,727fce69-637b-1c54-2b12-4a1f9b1988cf,Portrait of Prince Azam Shah,Mughal,Arts of Asia,Arts of Asia,"miniature,asian art,painting",animals,late 17th/early 18th century,India
47637,e791648c-5b8c-8a05-4c1b-7716f003c3a7,Rhythm of Bird Flight,Erika Giovanna Klien,Modern Art,"Modern Art,Women artists","painting,modern and contemporary art","birds,flight,movement,animals,abstract figures,pink (color)",1935,Austria
76869,441ff42f-7329-1179-3735-e68db890c899,Royal Horse Inspection,'Aliquli Jabbadar,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art,iran,islamic","horses,iran,islamic,safavid,shah abbas","Safavid dynasty (1501–1722), late 17th century",Iran
9524,b408d0fa-d8b9-5e8d-8918-281f27c621f4,Rite,Philip Guston,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","red (color),green (color),orange (color),black (color),blue (color)",1958,United States
81551,0ff20364-c795-c2ca-c1e8-e5a848f09554,"The Place du Havre, Paris",Camille Pissarro,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","urban life,transportation",1893,France
227420,c64c4cc8-ca3a-c22e-0bbd-5ac3a26d8c0f,Male-Female Figure with Pomegranate,Ibrahim El-Salahi,Contemporary Art,Contemporary Art,painting,"figures (representations),pomegranates",1968,
129892,848a942a-47f8-bc56-d7a3-dd9f1d63e372,"Ragini Asavari, Page from a Jaipur Ragamala Set",,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art","music,musicians",1750/70,Rajasthan
84246,f0c598c9-db4c-13a2-0c80-8db94af7ca2e,White (Bianco),Alberto Burri,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1952,Italy
118766,cf83e46d-cb8f-3864-5ee0-bdc50ea4db26,Gemini,Victor Brauner,Modern Art,Modern Art,"painting,modern and contemporary art",,1938,Romania
97893,14060224-d2c8-a442-d410-58043d6bc861,This Was a Fatal Embarkation,Frederic Remington,Arts of the Americas,Arts of the Americas,"painting,american arts",,1898,New York
100356,e540512e-7bb1-e713-4ef9-fdea43ebbcd3,The Apotheosis of the Hero,Follower of Peter Paul Rubens,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1630/40,Flanders
228852,fc71787a-5e0a-df48-3f5d-a161e0cb9dc7,Mezcala II,Raimer Jochims,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,1999,
62312,fa5d0591-d4d5-2a96-fa6d-5c12d2745ccc,The Dance,Kurt Seligmann,Modern Art,Modern Art,"painting,modern and contemporary art","abstract figures,dancing,dancers,amputation,armor,flags,wheelchair",1940,Switzerland
111639,4444c9bb-d6c2-0820-ec61-d04a4ae70793,Portrait of a Lady,"Michele Tosini, called Michele di Ridolfo",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1550/60,Italy
14594,23c6c5c9-b8bf-8664-f547-4ddc932733f8,Portrait of a Woman with a Black Fichu,Édouard Manet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1878,Paris
146648,38e5c6cf-daf2-ea36-b29a-e00216d1ddcf,David Garrick as King Lear,Richard Westall,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1815,United Kingdom
117702,e24cdf40-ac21-84f7-d884-26b9bf00add9,"After Rain, Chicago",Frank Charles Peyraud,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1911,United States
35226,de6ea525-c0a3-b5ec-6061-d65d3ed0e5a8,Saint Lucy,Raphael Vergos,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,About 1500,Spain
196415,c069c84b-acd7-9c1a-af1d-8ca54e7657d6,The River,Kay Rosen,Contemporary Art,"Contemporary Art,Women artists,Chicago Artists",painting,,1989,United States
247519,c0af7f91-e87e-1ede-0788-0a627c583263,Green Hills of Earth (3),Carroll Dunham,Contemporary Art,Contemporary Art,painting,,2017,
39655,4edb84d0-27ab-a4bb-14d0-8f3fb665a5f4,Joruri Monogatari,Isawa Matabei,Arts of Asia,Arts of Asia,"handscroll,painting,asian art,decorative arts",,17th century,Japan
87201,3803cea3-357d-17df-e2da-f8f085a40411,Sumiyoshi Monogatari,,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,16th century,Japan
117581,9d1e8a40-d5d7-c4e9-4bc5-d4dea8ab31e3,Hot Fax,Ed Paschke,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","painting,modern and contemporary art",,1990,United States
105945,730ab90f-45c3-ca32-77d0-a43858cdbbab,Portrait of a Lady,Frans Hals,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1627,Holland
227532,6076ae8b-08bb-134a-1bd2-1cca81b1cbd1,Paris,Wilhelm Tischbein,Painting and Sculpture of Europe,Painting and Sculpture of Europe,painting,,about 1787,Germany
111455,69b38965-4ccf-05bf-6601-5cd1af9684a8,Christ Carrying the Cross,Master of the Freising Visitation,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1490,Germany
200641,f4c093ee-a107-064c-1989-bd7aacadd089,Wharf in Ludington,Aaron Bohrod,Arts of the Americas,Arts of the Americas,"painting,oil on board",,1939,United States
52177,e9855650-5773-cddc-34ac-7240cd634a2f,Holy Family with the Infant St. John,Francesco Trevisani,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1700,Italy
146998,9cfecb3d-7496-1b54-5650-25876a5decfe,Little Landscape at the Seaside (Kleine Landschaft am Meer),Gerhard Richter,Contemporary Art,Contemporary Art,"oil on canvas,painting,modern and contemporary art",,1969,Germany
46134,cf8ef405-4be2-f656-7ee5-3833c35b7277,Head (I),Leon Golub,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","painting,modern and contemporary art","yellow (color),abstract figures,eyes,heads",1958,United States
246867,29ce164c-ae91-8b2c-45b9-a47640a4fc26,Untitled,Evelyn Statsinger,Contemporary Art,"Contemporary Art,Women artists",painting,,1969,
118731,7ba54d10-aa5f-cec2-f7c1-1a5f130c6546,Drive in the Knife,Matta,Modern Art,"Modern Art,Latin American","painting,modern and contemporary art",,May 1943,Chile
105800,f2c5656a-1347-c1f3-a32a-77c80102927d,Train Station,Walter Ellison,Arts of the Americas,"African American artists,African Diaspora,Arts of the Americas","painting,modern and contemporary art","cityscapes,Chicago,people,portraits,suitcases,trains,travel,African American",1935,United States
63780,27bec91b-ea27-851a-24b9-d1909ac2bf7f,Heraldry,Kurt Seligmann,Modern Art,Modern Art,"oil on panel,painting,modern and contemporary art","abstract figures,heraldry,curvilinear shapes,abstract shapes,knights,flags",1934,Switzerland
